Company,Year_term,Lighting_Fixed rate lighting,Lighting_Meter rate lighting A/B,Lighting_Meter rate lighting C,Lighting_Temporary lighting,Lighting_Agricultural lighting,Lighting_Public street lighting,Lighting_Total Lighting - optional contracs,Lighting_Total Lighting - optional contracs2,Lighting_Total Lighting,Power_Commercial use power - optional contracts,Power_Commercial use power,Power_Small use power_Low voltage power - optipnal contracts,Power_Small use power_Low voltage power,Power_Small use power_High voltage power A - optinal contracts,Power_Small use power_High voltage power A,Power_Small use power_Total Small use power - optional contracts,Power_Small use power_Total Small use power,Power_High voltage power B - optional contracts,Power_High voltage power B,Power_Other power services_Temporary power,Power_Other power services_Agricultural power,Power_Other power services_Construction power,Power_Other power services_Business use power,Power_Other power services_High voltage power B - optional contracts,Power_Other power services_High voltage power B,Power_Other power services_Commercial use power,Power_Other power services_High voltage power A/B,Power_Other power services_Other power services - optional contracts,Power_Other power services_Total Other power services,Power_Total Power - optional contracts,Power_Total Power,Total of Lighting and Power
会社名,年期,電灯需要_定額電灯,電灯需要_従量電灯AB,電灯需要_従量電灯C,電灯需要_臨時電灯,電灯需要_農事用電灯,電灯需要_公衆街路灯,電灯需要_電灯計_選択約款,電灯需要_電灯計_選択約款2,電灯需要_電灯合計,電力需要_業務用電力_選択約款,電力需要_業務用電力,電力需要_小口電力_低圧電力_選択約款,電力需要_小口電力_低圧電力,電力需要_小口電力_高圧電力Ａ_選択約款,電力需要_小口電力_高圧電力A,電力需要_小口電力_小口計_選択約款,電力需要_小口電力_計,電力需要_高圧電力Ｂ_選択約款,電力需要_高圧電力Ｂ,電力需要_その他電力_臨時電力,電力需要_その他電力_農事用電力,電力需要_その他電力_建設工事用電力,電力需要_その他電力_事業用電力,電力需要_その他電力_高圧電力Ｂ_選択約款,電力需要_その他電力_高圧電力Ｂ,電力需要_その他電力_業務用電力,電力需要_その他電力_高圧電力AB,電力需要_その他電力_その他電力_選択約款,電力需要_その他電力_その他電力計,電力需要_電力計_選択約款,電力需要_電力計,電灯電力計
Kyushu,200202,181469,5814942,203244,35773,287,620045,177757,177757,7033517,13555,43781,3659,738032,2846,21605,6505,759637,483,1456,3848,24886,165,2575,,,43781,,271746,303220,292289,1108094,8141611
Okinawa,200202,10249,600189,,3703,,67882,6299,6299,688322,277,3566,,55117,58,1245,58,56362,26,106,158,75,3,145,,,3566,,7878,8259,8239,68293,756615
Hokkaido,200201,97973,2532217,84422,13848,,617268,86443,86443,3432171,6102,19331,1111,185116,584,10404,1695,195520,151,558,725,41,32,1790,,,19331,,119494,122082,127442,337491,3769662
Tohoku,200201,167560,4868771,206635,31489,,1141991,43818,43818,6460264,8108,40104,100,789035,1993,27872,2093,816907,569,2025,1866,2953,24,4338,,,40104,,232088,241269,242858,1100305,7560569
Tokyo,200201,634619,18792330,1158466,78366,,3419606,106678,106678,24190065,22970,160629,,1976908,1669,75827,1669,2052735,922,6206,10347,6915,413,58656,,,160629,,472784,549115,498345,2768685,26958750
Chubu,200201,240229,6378858,468104,44315,1276,1323214,76383,76383,8532379,10471,52342,551,897405,923,51284,1474,948689,635,3939,3461,4542,2,4868,,,52342,,546371,559244,558951,1564214,10096593
Hokuriku,200201,48308,1170334,83938,8703,1,291479,39498,39498,1642261,3941,11765,1029,216632,1030,9700,2059,226332,238,875,767,972,3,824,,,11765,,90940,93506,97178,332478,1974739
Kansai,200201,259874,9190905,281220,34552,,1605084,153515,153515,11525150,14753,69351,,969640,1194,42996,1194,1012636,479,3042,4938,7400,101,20045,,,69351,,288838,321322,305264,1406351,12931501
Chugoku,200201,135568,3514369,61664,18382,138,574122,149082,149082,4453325,5809,26386,,380821,850,19263,850,400084,418,1479,1266,2483,90,1696,,,26386,,255920,261455,262997,689404,5142729
Shikoku,200201,59792,1936915,41793,11658,0,292007,36144,36144,2378309,4948,15503,836,245468,853,10084,1689,255552,217,645,1595,12563,50,1764,,,15503,,185947,201919,192801,473619,2851928
Kyushu,200201,181655,5815639,202972,34410,288,619011,174409,174409,7028384,13389,43743,2955,738929,2802,21608,5757,760537,479,1453,4315,25684,162,2574,,,43743,,272773,305508,292398,1111241,8139625
Okinawa,200201,10284,599499,,3687,,67769,6158,6158,687397,271,3564,,55404,58,1245,58,56649,26,105,161,75,2,143,,,3564,,7831,8212,8186,68530,755927
Hokkaido,200112,97960,2535464,84258,17892,,615936,85827,85827,3437337,5994,19278,1109,185317,580,10380,1689,195697,153,562,869,226,35,1770,,,19278,,102430,105330,110266,320867,3758204
Tohoku,200112,169696,4860208,206039,40733,,1139532,42911,42911,6459119,7974,40081,89,789687,1963,27870,2052,817557,565,2031,2262,2688,17,4331,,,40081,,226570,235868,237161,1095537,7554656
Tokyo,200112,634707,18773885,1156689,77835,,3415577,104721,104721,24163414,22275,160419,,1979721,1630,75908,1630,2055629,915,6209,10201,6961,400,58575,,,160419,,473654,549791,498474,2772048,26935462
Chubu,200112,241292,6375597,466935,44211,1275,1320834,74638,74638,8524782,10326,52303,527,898596,907,51335,1434,949931,624,3922,3463,3855,2,4877,,,52303,,547202,559399,559586,1565555,10090337
Hokuriku,200112,48284,1170196,83501,9327,1,290946,38962,38962,1641217,3941,11764,987,216972,1026,9715,2013,226687,240,879,777,1007,3,805,,,11764,,88218,90810,94412,330140,1971357
Kansai,200112,260401,9186333,280558,37109,,1602501,150213,150213,11517115,14479,69325,,970891,1162,43040,1162,1013931,476,3055,5045,7569,102,19972,,,69325,,289875,322563,305992,1408874,12925989
Chugoku,200112,135272,3515476,61616,18194,144,573373,146997,146997,4451072,5722,26354,,381290,840,19265,840,400555,418,1483,1363,2581,84,1697,,,26354,,256343,262068,263323,690460,5141532
Shikoku,200112,59797,1937371,41791,11475,0,291171,34972,34972,2376577,4842,15496,826,245833,852,10094,1678,255927,214,644,1579,12708,47,1773,,,15496,,186070,202177,192804,474244,2850821
Kyushu,200112,181305,5817300,202646,33874,330,616588,170956,170956,7022999,13137,43679,2491,739590,2751,21620,5242,761210,481,1455,3867,43213,141,2582,,,43679,,273580,323383,292440,1129727,8152726
Okinawa,200112,10312,598932,,3691,,67622,6007,6007,686564,265,3566,,55728,58,1243,58,56971,25,105,178,74,2,142,,,3566,,7760,8156,8108,68798,755362
Hokkaido,200111,98143,2536379,84059,20831,,615265,84925,84925,3439602,5915,19220,1111,185539,577,10360,1688,195899,152,566,2543,1207,39,1701,,,19220,,59671,65161,67426,280846,3720448
Tohoku,200111,173021,4855831,205400,39432,,1137087,41976,41976,6452747,7794,40025,72,790547,1930,27852,2002,818399,557,2043,2482,3429,20,4299,,,40025,,200069,210299,210422,1070766,7523513
Tokyo,200111,634817,18758079,1154910,75098,,3410693,103461,103461,24137058,21365,160275,,1981843,1603,75967,1603,2057810,909,6214,10094,7113,416,58462,,,160275,,474554,550639,498431,2774938,26911996
Chubu,200111,242351,6369397,465678,42534,1048,1318466,72696,72696,8512170,10195,52214,495,899548,889,51317,1384,950865,620,3922,3368,3971,2,4877,,,52214,,548129,560347,560328,1567348,10079518
Hokuriku,200111,48216,1170373,83057,10066,1,290435,38316,38316,1640464,3925,11770,916,217195,1018,9733,1934,226928,238,880,846,2169,3,803,,,11770,,84072,87893,90169,327471,1967935
Kansai,200111,259896,9180461,279639,34815,,1599541,146718,146718,11501070,14126,69283,,971457,1132,43097,1132,1014554,476,3058,5039,7972,101,19933,,,69283,,290958,324003,306692,1410898,12911968
Chugoku,200111,135045,3515387,61569,17618,133,572336,145037,145037,4447125,5660,26315,,381737,820,19261,820,400998,420,1492,1434,4943,81,1693,,,26315,,256687,264838,263587,693643,5140768
Shikoku,200111,59710,1937720,41787,11054,0,290497,33819,33819,2374587,4505,15474,758,245920,845,10109,1603,256029,210,642,1552,13297,48,1772,,,15474,,186232,202901,192550,475046,2849633
Kyushu,200111,181535,5820103,202275,32035,1284,614197,167138,167138,7018567,12959,43580,2261,739777,2708,21616,4969,761393,477,1461,3320,40680,142,2586,,,43580,,274444,321172,292849,1127606,8146173
Okinawa,200111,10338,598651,,3441,,67522,5873,5873,685825,252,3558,,55921,57,1240,57,57161,25,104,179,75,2,142,,,3558,,7688,8086,8022,68909,754734
Hokkaido,200110,98487,2540507,83946,20186,,614329,83955,83955,3441410,5838,19199,1108,185751,576,10347,1684,196098,152,570,3953,1369,41,1682,,,19199,,51647,58692,59321,274559,3715969
Tohoku,200110,175080,4855084,204896,38057,,1135200,41046,41046,6449363,7545,39976,66,791890,1883,27872,1949,819762,565,2071,2911,5875,19,4473,,,39976,,193044,206322,203103,1068131,7517494
Tokyo,200110,638746,18739156,1153125,70698,,3406117,101897,101897,24109739,20601,160095,,1984480,1570,76003,1570,2060483,910,6236,9534,8752,416,58405,,,160095,,475281,552388,498362,2779202,26888941
Chubu,200110,243084,6366174,464681,38821,736,1316059,70857,70857,8500412,10051,52141,453,900564,870,51361,1323,951925,618,3932,3129,4907,2,4879,,,52141,,549511,562428,561503,1570426,10070838
Hokuriku,200110,48120,1170309,82731,9704,2,289913,37817,37817,1638596,3902,11756,847,217528,1019,9717,1866,227245,238,885,860,9582,3,800,,,11756,,81499,92744,87505,332630,1971226
Kansai,200110,260639,9176954,278830,32064,,1596536,143627,143627,11488650,13842,69285,,972379,1096,43112,1096,1015491,473,3069,5080,9535,107,19897,,,69285,,292052,326671,307463,1414516,12903166
Chugoku,200110,134659,3515127,61569,16696,129,571031,143168,143168,4442379,5570,26279,,382252,806,19262,806,401514,429,1507,1444,14427,62,1695,,,26279,,257249,274877,264054,704177,5146556
Shikoku,200110,59473,1937941,41783,10431,0,289868,32727,32727,2372223,4235,15453,739,246167,839,10111,1578,256278,206,644,1526,15776,48,1770,,,15453,,186279,205399,192298,477774,2849997
Kyushu,200110,181435,5817651,201968,29106,2167,612140,164070,164070,7008537,12832,43515,2162,740421,2658,21589,4820,762010,477,1469,3170,51960,150,2578,,,43515,,275115,332973,293244,1139967,8148504
Okinawa,200110,10214,598504,,3129,,67460,5749,5749,685056,227,3547,,56018,50,1235,50,57253,25,105,174,74,2,141,,,3547,,7632,8023,7934,68928,753984
Hokkaido,200109,98752,2537858,83723,19222,,613708,82976,82976,3436239,5759,19157,1108,185704,574,10333,1682,196037,151,563,1753,4267,43,1670,,,19157,,48110,55843,55702,271600,3707839
Tohoku,200109,175210,4853544,204496,36456,,1133592,40199,40199,6443497,7325,39921,62,792718,1852,27868,1914,820586,552,2086,2609,26088,21,4291,,,39921,,193398,226407,203189,1089000,7532497
Tokyo,200109,641399,18721866,1151529,69180,,3402645,100769,100769,24087388,19893,159905,,1987191,1540,76019,1540,2063210,902,6278,9362,35842,393,58336,,,159905,,475658,579591,497993,2808984,26896372
Chubu,200109,242496,6361869,463821,37122,746,1314098,69329,69329,8489481,9927,52097,432,901299,847,51371,1279,952670,622,3972,3052,8853,2,4884,,,52097,,550581,567372,562409,1576111,10065592
Hokuriku,200109,47994,1170139,82391,9250,2,289402,37127,37127,1636305,3879,11730,793,217953,1018,9712,1811,227665,235,888,1034,8330,3,794,,,11730,,81567,91728,87492,332011,1968316
Kansai,200109,263731,9182365,278246,34294,,1594435,141360,141360,11494431,13520,69270,,974030,1070,43166,1070,1017196,464,3079,5596,16711,113,19836,,,69270,,293217,335473,308271,1425018,12919449
Chugoku,200109,134541,3515405,61549,16123,139,570106,141628,141628,4439491,5487,26228,,382804,797,19237,797,402041,425,1519,1338,20537,64,1689,,,26228,,257568,281196,264277,710984,5150475
Shikoku,200109,59409,1937625,41742,10157,0,289515,31841,31841,2370289,3112,15432,696,246272,829,10126,1525,256398,209,647,1527,25272,47,1774,,,15432,,186424,215044,191270,487521,2857810
Kyushu,200109,181240,5817897,201590,27974,3093,610657,161736,161736,7004187,12685,43422,2080,741166,2633,21561,4713,762727,473,1476,3032,58128,149,2576,,,43422,,275662,339547,293533,1147172,8151359
Okinawa,200109,10226,597534,,3121,,67364,5619,5619,683864,204,3540,,56044,50,1234,50,57278,25,106,161,74,2,141,,,3540,,7566,7944,7845,68868,752732
Hokkaido,200108,98561,2532935,83563,18768,,612954,82455,82455,3429236,5705,19166,1105,185760,562,10331,1667,196091,151,557,1853,4623,45,1671,,,19166,,48738,56930,56261,272744,3701980
Tohoku,200108,174998,4852274,204106,35265,,1131848,39593,39593,6438084,7123,39888,60,793431,1810,27868,1870,821299,548,2094,1742,48247,21,4293,,,39888,,193689,247992,203230,1111273,7549357
Tokyo,200108,640389,18711189,1149775,70745,,3399278,99916,99916,24071292,19171,159744,,1988850,1491,76007,1491,2064857,891,6281,9151,77129,400,58296,,,159744,,476190,621166,497743,2852048,26923340
Chubu,200108,241667,6358706,462826,35952,705,1311933,68094,68094,8479883,9783,52054,363,901995,827,51368,1190,953363,619,3983,2823,14921,2,4905,,,52054,,551697,574348,563289,1583748,10063631
Hokuriku,200108,47964,1170265,82095,8759,2,288728,36717,36717,1634530,3861,11714,741,218178,1011,9707,1752,227885,235,895,987,4279,3,794,,,11714,,81735,87798,87583,328292,1962822
Kansai,200108,263628,9174635,277445,31296,,1592497,139375,139375,11478876,13245,69254,,974525,1055,43166,1055,1017691,464,3108,4382,20398,116,19800,,,69254,,293978,338674,308742,1428727,12907603
Chugoku,200108,134360,3514877,61551,15484,106,569437,140218,140218,4436033,5388,26196,,383137,788,19232,788,402369,424,1526,1117,13866,67,1692,,,26196,,258099,274841,264699,704932,5140965
Shikoku,200108,59521,1937146,41729,9874,0,289086,31170,31170,2368526,3100,15416,696,246439,824,10117,1520,256556,209,654,1503,30370,46,1783,,,15416,,186477,220179,191306,492805,2861331
Kyushu,200108,180994,5816819,201094,26681,2991,609039,159118,159118,6996736,12504,43383,2002,741599,2601,21558,4603,763157,474,1475,2892,61438,127,2570,,,43383,,276237,343264,293818,1151279,8148015
Okinawa,200108,10202,597201,,3129,,67283,5450,5450,683265,187,3537,,56097,49,1234,49,57331,25,105,174,74,2,137,,,3537,,7489,7876,7750,68849,752114
Hokkaido,200107,98513,2537019,83389,15446,,612273,81741,81741,3428381,5618,19112,1104,185675,550,10306,1654,195981,153,560,715,4677,44,1706,,,19112,,49383,56525,56808,272178,3700559
Tohoku,200107,174761,4851273,203438,32825,,1130696,38900,38900,6431893,6831,39814,54,793725,1740,27874,1794,821599,542,2087,1672,48440,25,4302,,,39814,,194115,248554,203282,1112054,7543947
Tokyo,200107,639200,18694131,1147320,72851,,3396367,98908,98908,24048777,18318,159674,,1989235,1443,76048,1443,2065283,875,6234,8899,79421,396,58229,,,159674,,476576,623521,497212,2854712,26903489
Chubu,200107,241956,6355676,461213,34588,622,1309983,66952,66952,8470990,9619,51945,337,902363,820,51380,1157,953743,618,3947,2677,16254,2,4904,,,51945,,552532,576369,563926,1586004,10056994
Hokuriku,200107,47799,1170586,81635,8197,1,287987,36281,36281,1632486,3844,11699,668,218291,1008,9724,1676,228015,232,887,725,4110,4,794,,,11699,,81828,87461,87580,328062,1960548
Kansai,200107,262555,9167581,276686,29086,,1590307,137133,137133,11463348,12748,69168,,974402,1030,43170,1030,1017572,460,3081,4448,19789,127,19747,,,69168,,294805,338916,309043,1428737,12892085
Chugoku,200107,134345,3514359,61466,14975,92,568767,138641,138641,4432645,5281,26168,,383163,776,19232,776,402395,421,1509,1093,13367,67,1707,,,26168,,258259,274493,264737,704565,5137210
Shikoku,200107,59459,1936318,41731,9762,0,288739,30380,30380,2366389,3082,15408,671,246407,808,10117,1479,256524,208,648,1497,29784,45,1788,,,15408,,186358,219472,191127,492052,2858441
Kyushu,200107,180650,5816050,200222,26132,1650,607192,156552,156552,6988448,12292,43266,1936,741198,2582,21588,4518,762786,456,1449,2805,64882,123,2570,,,43266,,276675,347055,293941,1154556,8143004
Okinawa,200107,10184,596463,,3125,,67189,5364,5364,682325,149,3526,,56043,48,1233,48,57276,25,105,158,74,2,137,,,3526,,7417,7788,7639,68695,751020
Hokkaido,200106,98483,2534958,83237,12396,,611753,81080,81080,3421907,5545,19078,1108,185743,547,10308,1655,196051,152,559,713,4643,41,1717,,,19078,,52615,59729,59967,275417,3697324
Tohoku,200106,174792,4851717,203037,29583,,1129881,38211,38211,6427221,6425,39754,51,794261,1678,27891,1729,822152,530,2083,1504,48606,24,4275,,,39754,,194619,249028,203303,1113017,7540238
Tokyo,200106,637020,18685269,1145475,66197,,3394351,97853,97853,24026165,17272,159551,,1988919,1421,76124,1421,2065043,860,6162,8452,77794,406,58173,,,159551,,477181,622006,496734,2852762,26878927
Chubu,200106,241760,6353646,460063,34399,653,1308611,65502,65502,8464634,9437,51879,309,902590,796,51409,1105,953999,610,3941,2590,16200,2,4928,,,51879,,553643,577363,564795,1587182,10051816
Hokuriku,200106,47755,1171412,81269,7766,1,287419,35801,35801,1631423,3828,11686,629,218459,1007,9739,1636,228198,231,880,693,4151,5,797,,,11686,,82056,87702,87751,328466,1959889
Kansai,200106,262262,9166514,276013,30606,,1588545,134965,134965,11458905,12134,69162,,974422,998,43205,998,1017627,457,3054,4295,19314,138,19693,,,69162,,295936,339376,309525,1429219,12888124
Chugoku,200106,134314,3514660,61480,14866,96,567742,136759,136759,4429917,5141,26141,,383131,761,19235,761,402366,415,1511,1043,13046,73,1703,,,26141,,258662,274527,264979,704545,5134462
Shikoku,200106,59337,1936497,41722,9732,0,288394,29378,29378,2365060,3061,15400,658,246406,808,10136,1466,256542,200,636,1487,29103,49,1834,,,15400,,186472,218945,191199,491523,2856583
Kyushu,200106,180372,5815405,199798,26157,579,605318,154177,154177,6981806,12089,43198,1858,740731,2555,21585,4413,762316,450,1446,2684,59047,137,2566,,,43198,,277207,341641,294159,1148601,8130407
Okinawa,200106,10129,595541,,3095,,67208,5244,5244,681217,72,3526,,55891,47,1236,47,57127,25,104,151,73,3,137,,,3526,,7347,7711,7491,68468,749685
Hokkaido,200105,98489,2533258,83081,9581,,611229,80559,80559,3416197,5486,19150,1108,185666,547,10317,1655,195983,152,557,744,3164,36,1766,,,19150,,59446,65156,66739,280846,3697043
Tohoku,200105,174866,4849793,202707,25858,,1128934,37647,37647,6419805,6049,39711,49,795045,1602,27902,1651,822947,515,2076,1538,47879,24,4286,,,39711,,195092,248819,203307,1113553,7533358
Tokyo,200105,636055,18662733,1143780,64732,,3391686,96987,96987,23995973,16183,159446,,1988894,1390,76116,1390,2065010,848,6175,8028,65466,441,58172,,,159446,,477811,609918,496232,2840549,26836522
Chubu,200105,241042,6350386,459302,33830,899,1307499,64367,64367,8457325,9242,51841,278,903164,778,51429,1056,954593,602,3919,2337,17536,3,4915,,,51841,,554661,579452,565561,1589805,10047130
Hokuriku,200105,47796,1172147,80973,7293,1,286905,35370,35370,1630485,3802,11665,607,218656,990,9747,1597,228403,230,877,641,4983,5,796,,,11665,,82286,88711,87915,329656,1960141
Kansai,200105,262442,9159605,275380,29374,,1586663,132655,132655,11446119,11489,69161,,974520,978,43239,978,1017759,453,3055,3905,15870,146,19635,,,69161,,296711,336267,309631,1426242,12872361
Chugoku,200105,134073,3514140,61428,14994,113,566582,134913,134913,4426243,5039,26119,,383223,748,19257,748,402480,409,1502,1008,9738,70,1706,,,26119,,259119,271641,265315,701742,5127985
Shikoku,200105,59362,1936152,41705,9921,0,287899,28500,28500,2363539,3021,15372,542,246456,805,10143,1347,256599,200,637,1427,24049,49,1842,,,15372,,186506,213873,191074,486481,2850020
Kyushu,200105,180196,5804207,199456,25429,534,603598,151904,151904,6965324,11916,43154,1766,740373,2521,21611,4287,761984,448,1447,2290,34829,138,2574,,,43154,,277315,317146,293966,1123731,8089055
Okinawa,200105,10124,595349,,3293,,67116,5163,5163,681045,66,3523,,55711,46,1235,46,56946,25,105,154,73,3,136,,,3523,,7272,7638,7409,68212,749257
Hokkaido,200104,98691,2541246,83105,7176,,609987,82024,82024,3422229,5355,19130,1108,186008,546,10326,1654,196334,153,557,534,176,30,1764,,,19130,,86053,88557,93215,304578,3726807
Tohoku,200104,174834,4844940,202394,26301,,1126940,37037,37037,6412446,5418,39736,45,795901,1492,27901,1537,823802,509,2092,2079,21612,27,4320,,,39736,,195945,223983,203409,1089613,7502059
Tokyo,200104,635289,18619862,1142416,66430,,3388688,95997,95997,23948682,15084,159350,,1990349,1345,76132,1345,2066481,837,6179,8187,28126,443,58117,,,159350,,478040,572913,495306,2804923,26753605
Chubu,200104,240554,6347807,458421,35474,1124,1305912,62898,62898,8452190,9137,51799,213,903857,771,51445,984,955302,602,3922,2267,12699,3,4916,,,51799,,555662,575547,566385,1586570,10038760
Hokuriku,200104,47814,1172123,80648,6974,1,286355,34854,34854,1628769,3784,11664,581,218926,988,9760,1569,228686,231,880,1588,5650,5,811,,,11664,,82479,90533,88063,331763,1960532
Kansai,200104,262257,9136379,274644,29056,,1583978,128070,128070,11414384,10917,69198,,974670,951,43257,951,1017927,450,3061,4416,9462,153,19566,,,69198,,296567,330164,308885,1420350,12834734
Chugoku,200104,133509,3509880,61441,15429,125,565479,132966,132966,4418829,4927,26093,,383320,739,19266,739,402586,404,1498,1003,4910,69,1704,,,26093,,259008,266694,265078,696871,5115700
Shikoku,200104,59308,1935138,41708,10231,0,287365,27863,27863,2361613,2932,15363,272,246465,795,10153,1067,256618,198,640,1403,15818,48,1849,,,15363,,186296,205414,190493,478035,2839648
Kyushu,200104,180148,5771029,199017,25962,334,601569,149487,149487,6927546,11715,43126,1601,740518,2492,21593,4093,762111,446,1447,2221,28240,135,2570,,,43126,,276383,309549,292637,1116233,8043779
Okinawa,200104,10109,596875,,3814,,67039,5102,5102,682939,59,3514,,55603,47,1244,47,56847,25,105,170,73,2,135,,,3514,,7207,7587,7338,68053,750992
Hokkaido,200103,98813,2543742,82882,12536,,610095,78646,78646,3426714,5253,19088,1111,186093,538,10310,1649,196403,150,558,711,153,13,1794,,,19088,,114724,117395,121776,333444,3760158
Tohoku,200103,174349,4846565,202102,41686,,1115587,36059,36059,6416348,4729,39682,42,796724,1326,27937,1368,824661,495,2092,2824,5683,29,4281,,,39682,,226603,239420,233195,1105855,7522203
Tokyo,200103,633896,18550794,1140711,82396,,3382990,93378,93378,23884165,14046,159331,,1992155,1292,76157,1292,2068312,822,6184,9688,7872,450,58102,,,159331,,475259,551371,491419,2785198,26669363
Chubu,200103,240159,6333555,457225,46531,1276,1301985,60052,60052,8440783,9023,51734,175,904493,751,51442,926,955935,599,3933,3200,7812,2,4914,,,51734,,554261,570189,564809,1581791,10022574
Hokuriku,200103,47736,1170184,80331,8754,1,285504,33911,33911,1626421,3756,11663,488,219143,966,9765,1454,228908,231,882,753,3163,5,843,,,11663,,87177,91941,92618,333394,1959815
Kansai,200103,261611,9078009,273796,38523,,1580291,120109,120109,11352339,10036,69090,,974551,900,43260,900,1017811,447,3079,4812,7355,158,19512,,,69090,,293731,325568,305114,1415548,12767887
Chugoku,200103,132812,3505110,61376,19304,147,564002,130486,130486,4413237,4825,26034,,383495,730,19262,730,402757,402,1501,1264,3447,75,1705,,,26034,,259010,265501,264967,695793,5109030
