Company,Year_term,Lighting_Fixed rate lighting (MWh),Lighting_Meter rate lighting A/B (MWh),Lighting_Meter rate lighting C (MWh),Lighting_Temporary power (MWh),Lighting_Agricultural power (MWh),Lighting_Public street lighting (MWh),Lighting_Total Lighting - optional contracs (MWh),Lighting_Total Lighting - optional contracs2 (MWh),Lighting_Total Lighting (MWh),Power_Commercial use power - optional contracts (MWh),Power_Commercial use power (MWh),Power_Small use power_Low voltage power - optipnal contracts (MWh),Power_Small use power_Low voltage power (MWh),Power_Small use power_High voltage power A - optinal contracts (MWh),Power_Small use power_High voltage power A (MWh),Power_Small use power_Total Small use power - optional contracts (MWh),Power_Small use power_Total Small use power (MWh),Power_High voltage power B - optional contracts (MWh),Power_High voltage power B (MWh),Power_Other power services_Temporary power (MWh),Power_Other power services_Agricultural power (MWh),Power_Other power services_Construction power (MWh),Power_Other power services_Business use power (MWh),Power_Other power services_High voltage power B - optional contracts (MWh),Power_Other power services_High voltage power B (MWh),Power_Other power services_Commercial use power (MWh),Power_Other power services_High voltage power A/B (MWh),Power_Other power services_Other power services - optional contracts (MWh),Power_Other power services_Total Other power services (MWh),Power_Total Power - optional contracts (MWh),Power_Total Power (MWh),Total of Lighting and Power (MWh),Specific scale demands (MWh),Total Electricity sales (MWh)
会社名,年期,電灯需要_定額電灯,電灯需要_従量電灯AB,電灯需要_従量電灯C,電灯需要_臨時電灯,電灯需要_農事用電灯,電灯需要_公衆街路灯,電灯需要_電灯計_選択約款,電灯需要_電灯計_選択約款2,電灯需要_電灯合計,電力需要_業務用電力_選択約款,電力需要_業務用電力,電力需要_小口電力_低圧電力_選択約款,電力需要_小口電力_低圧電力,電力需要_小口電力_高圧Ａ_選択約款,電力需要_小口電力_高圧電力A,電力需要_小口電力_小口計_選択約款,電力需要_小口電力_小口電力計,電力需要_高圧電力Ｂ_選択約款,電力需要_高圧電力Ｂ,電力需要_その他電力_臨時電力,電力需要_その他電力_農事用電力,電力需要_その他電力_建設工事用電力,電力需要_その他電力_事業用電力,電力需要_その他電力_高圧電力Ｂ_選択約款,電力需要_その他電力_高圧電力Ｂ,電力需要_その他電力_業務用電力,電力需要_その他電力_高圧電力AB,電力需要_その他電力_その他電力_選択約款,電力需要_その他電力_その他電力計,電力需要_電力計_選択約款,電力需要_電力計,電灯電力計,特定規模需要,販売電力合計
Kansai,199603,6667,3046844,416473,17579,0,83009,,,3613933,,,,551788,,927133,,1478921,,,,,,,,,,,,,,,,,11367932
Chugoku,199603,2688,1089409,117885,4130,43,30614,,,1293027,,,,196249,,359429,,555678,,,,,,,,,,,,,,,,,4279475
Shikoku,199603,1233,560570,73225,2361,,17248,,,666346,,,,114988,,192098,,307086,,,,,,,,,,,,,,,,,1924245
Kyushu,199603,5001,1527272,258816,7196,16,44041,,,1860532,,,,371230,,467783,,839013,,,,,,,,,,,,,,,,,5531589
Okinawa,199603,175,159389,,899,,4101,,,166993,,,,19551,,23222,,42773,,,,,,,,,,,,,,,,,388335
Hokkaido,199602,3392,661879,140378,5076,,54716,,,905003,,,,102742,,200816,,303558,,,,,,,,,,,,,,,,,2300858
Tohoku,199602,5456,1516232,296798,13813,0,57186,,,1905876,,,,316947,,646928,,963875,,,,,,,,,,,,,,,,,5837992
Tokyo,199602,21846,5484547,1247242,34158,,217378,,,7066643,,,,1038192,,1587438,,2625630,,,,,,,,,,,,,,,,,21925515
Chubu,199602,6832,1936747,519840,11159,528,80077,,,2582139,,,,542359,,1065431,,1607790,,,,,,,,,,,,,,,,,9813946
Hokuriku,199602,1224,399830,96025,4353,0,20207,,,532174,,,,125741,,250289,,376030,,,,,,,,,,,,,,,,,2030663
Kansai,199602,7099,3153585,420696,17786,0,91505,,,3734080,,,,572038,,964594,,1536632,,,,,,,,,,,,,,,,,11502020
Chugoku,199602,2860,1196247,124320,4690,62,33113,,,1411297,,,,214546,,355560,,570106,,,,,,,,,,,,,,,,,4365504
Shikoku,199602,1296,615395,76815,2572,,18753,,,727111,,,,126787,,188609,,315396,,,,,,,,,,,,,,,,,1969146
Kyushu,199602,5291,1639029,269548,7939,14,47988,,,1989952,,,,414001,,472213,,886214,,,,,,,,,,,,,,,,,5657279
Okinawa,199602,183,162634,,919,,4479,,,171179,,,,19460,,23198,,42658,,,,,,,,,,,,,,,,,394016
Hokkaido,199601,3375,644254,134705,5091,,53013,,,877668,,,,98127,,214794,,312921,,,,,,,,,,,,,,,,,2207720
Tohoku,199601,5460,1657727,315776,13301,0,58211,,,2068058,,,,314590,,591176,,905766,,,,,,,,,,,,,,,,,5914860
Tokyo,199601,21795,6569100,1458764,32546,,227585,,,8383803,,,,1153633,,1450708,,2604341,,,,,,,,,,,,,,,,,22725357
Chubu,199601,6824,2332499,610410,10647,680,82295,,,3076252,,,,595398,,955141,,1550539,,,,,,,,,,,,,,,,,10066769
Hokuriku,199601,1223,484312,112499,4989,0,20963,,,636440,,,,134234,,241444,,375678,,,,,,,,,,,,,,,,,2132544
Kansai,199601,7081,3620091,470481,17624,0,96037,,,4260333,,,,593034,,849230,,1442264,,,,,,,,,,,,,,,,,11798429
Chugoku,199601,2852,1238335,124609,3839,74,34734,,,1454214,,,,203786,,347281,,551067,,,,,,,,,,,,,,,,,4357530
Shikoku,199601,1290,668143,81705,2398,,19687,,,786309,,,,128733,,187320,,316053,,,,,,,,,,,,,,,,,2065905
Kyushu,199601,5226,1847246,294473,7250,14,49054,,,2226334,,,,437432,,474246,,911678,,,,,,,,,,,,,,,,,5955459
Okinawa,199601,181,171242,,864,,4630,,,180792,,,,21761,,24460,,46221,,,,,,,,,,,,,,,,,418998
Hokkaido,199512,3163,583796,129315,6015,,49597,,,803106,,,,97575,,226704,,324279,,,,,,,,,,,,,,,,,2023927
Tohoku,199512,5134,1311977,271019,14137,0,52880,,,1668953,,,,249968,,617894,,867862,,,,,,,,,,,,,,,,,5387601
Tokyo,199512,20375,4933246,1175715,33743,,205758,,,6426229,,,,886941,,1514327,,2401268,,,,,,,,,,,,,,,,,20724667
Chubu,199512,6407,1746443,492864,10506,429,75192,,,2357496,,,,460856,,1017612,,1478468,,,,,,,,,,,,,,,,,9146832
Hokuriku,199512,1148,372600,93411,4613,0,18905,,,500066,,,,110348,,252793,,363141,,,,,,,,,,,,,,,,,2012315
Kansai,199512,6660,2743726,393699,15852,0,86734,,,3282799,,,,476445,,912709,,1389154,,,,,,,,,,,,,,,,,10813069
Chugoku,199512,2709,1007452,113253,3752,46,31739,,,1197461,,,,170105,,347536,,517641,,,,,,,,,,,,,,,,,4017491
Shikoku,199512,1227,530130,72307,2066,,17847,,,633787,,,,101893,,192228,,294121,,,,,,,,,,,,,,,,,1824393
Kyushu,199512,4921,1469055,255029,6776,21,45428,,,1799818,,,,344889,,474009,,818898,,,,,,,,,,,,,,,,,5326651
Okinawa,199512,164,152585,,826,,4225,,,161526,,,,25119,,24335,,49454,,,,,,,,,,,,,,,,,404900
Hokkaido,199511,3058,542095,120843,5458,,47028,,,743395,,,,105976,,237676,,343652,,,,,,,,,,,,,,,,,1978746
Tohoku,199511,4991,1162517,251758,13027,0,50970,,,1494982,,,,231330,,611924,,843254,,,,,,,,,,,,,,,,,5012310
Tokyo,199511,19587,4270437,1090449,30313,,199236,,,5663638,,,,772726,,1475145,,2247871,,,,,,,,,,,,,,,,,19575524
Chubu,199511,6178,1496603,458116,9873,220,72325,,,2067772,,,,386836,,1003724,,1390560,,,,,,,,,,,,,,,,,8798733
Hokuriku,199511,1111,317236,83635,4481,0,18287,,,432673,,,,91679,,242129,,333808,,,,,,,,,,,,,,,,,1858148
Kansai,199511,6388,2341367,368655,15187,0,84395,,,2845620,,,,414310,,903004,,1317314,,,,,,,,,,,,,,,,,10110035
Chugoku,199511,2624,892379,107894,3140,30,30661,,,1069187,,,,140239,,345182,,485421,,,,,,,,,,,,,,,,,3820510
Shikoku,199511,1200,460290,68692,1625,,17207,,,557632,,,,88110,,188774,,276884,,,,,,,,,,,,,,,,,1688531
Kyushu,199511,4745,1330585,246826,5910,74,43993,,,1648586,,,,306575,,483408,,789983,,,,,,,,,,,,,,,,,5097387
Okinawa,199511,141,172984,,859,,4051,,,181245,,,,45568,,26777,,72345,,,,,,,,,,,,,,,,,496563
Hokkaido,199510,2751,512702,114456,5358,,41859,,,697787,,,,120001,,235476,,355477,,,,,,,,,,,,,,,,,1968432
Tohoku,199510,4576,1097324,245590,12091,0,45750,,,1415740,,,,285093,,603778,,888871,,,,,,,,,,,,,,,,,5041218
Tokyo,199510,17783,3869630,1013824,27491,,176588,,,5151453,,,,884740,,1462865,,2347605,,,,,,,,,,,,,,,,,19651200
Chubu,199510,5653,1348291,426784,8914,231,64603,,,1875936,,,,437133,,987058,,1424191,,,,,,,,,,,,,,,,,8739244
Hokuriku,199510,1018,284693,79608,4307,2,16492,,,392975,,,,99415,,236136,,335551,,,,,,,,,,,,,,,,,1847182
Kansai,199510,5866,2142456,343954,13288,0,75118,,,2604961,,,,499617,,897353,,1396970,,,,,,,,,,,,,,,,,10323776
Chugoku,199510,2423,815553,102056,2652,50,27660,,,976886,,,,162323,,344361,,506684,,,,,,,,,,,,,,,,,3827507
Shikoku,199510,1124,436357,66743,1511,,15862,,,529098,,,,108924,,195211,,304135,,,,,,,,,,,,,,,,,1723555
Kyushu,199510,4306,1225107,227839,4972,150,40055,,,1516324,,,,350449,,492696,,843145,,,,,,,,,,,,,,,,,5249972
Okinawa,199510,125,207212,,924,,3714,,,214475,,,,59979,,26886,,86865,,,,,,,,,,,,,,,,,582369
Hokkaido,199509,2643,516616,114888,4814,,39478,,,697240,,,,122917,,227293,,350210,,,,,,,,,,,,,,,,,2045209
Tohoku,199509,4370,1168096,249657,10958,0,42916,,,1485367,,,,340103,,635575,,975678,,,,,,,,,,,,,,,,,5299653
Tokyo,199509,16968,5790150,1303042,28539,,169224,,,7356973,,,,1574414,,1683832,,3258246,,,,,,,,,,,,,,,,,24125505
Chubu,199509,5373,2067826,544024,9101,225,61661,,,2710103,,,,814534,,1088274,,1902808,,,,,,,,,,,,,,,,,10422891
Hokuriku,199509,972,355661,87908,4169,4,15537,,,470852,,,,150179,,239557,,389736,,,,,,,,,,,,,,,,,1969053
Kansai,199509,5592,3355326,421921,13342,0,71768,,,3897160,,,,899534,,1025220,,1924754,,,,,,,,,,,,,,,,,12707160
Chugoku,199509,2316,1203928,121403,2945,32,26975,,,1386093,,,,325076,,395983,,721059,,,,,,,,,,,,,,,,,4643782
Shikoku,199509,1078,641922,77727,1670,,15247,,,746025,,,,198480,,199482,,397962,,,,,,,,,,,,,,,,,2044917
Kyushu,199509,4082,1840835,272888,5764,589,38500,,,2176481,,,,647399,,554152,,1201551,,,,,,,,,,,,,,,,,6535726
Okinawa,199509,117,256343,,844,,3572,,,262724,,,,74226,,28849,,103075,,,,,,,,,,,,,,,,,652076
Hokkaido,199508,2517,518800,116321,4835,,36785,,,697725,,,,126868,,226539,,353407,,,,,,,,,,,,,,,,,2022176
Tohoku,199508,4173,1265071,264006,10676,0,40361,,,1593508,,,,389864,,669547,,1059411,,,,,,,,,,,,,,,,,5627807
Tokyo,199508,16105,5864143,1274218,29841,,156800,,,7386427,,,,1595421,,1703779,,3299200,,,,,,,,,,,,,,,,,24560572
Chubu,199508,5095,2046663,517955,8993,66,57770,,,2655947,,,,813025,,1135665,,1948690,,,,,,,,,,,,,,,,,10446708
Hokuriku,199508,918,411734,94554,4237,0,14580,,,532872,,,,173409,,263195,,436604,,,,,,,,,,,,,,,,,2178947
Kansai,199508,5343,3834120,451167,13930,0,67583,,,4403784,,,,1030334,,1079622,,2109956,,,,,,,,,,,,,,,,,13820544
Chugoku,199508,2216,1187849,114660,2883,4,24814,,,1358055,,,,333019,,392482,,725501,,,,,,,,,,,,,,,,,4657488
Shikoku,199508,1019,684876,78097,1616,,14282,,,788381,,,,212839,,225199,,438038,,,,,,,,,,,,,,,,,2273587
Kyushu,199508,3914,1925999,273658,5512,852,36327,,,2258830,,,,706459,,564133,,1270592,,,,,,,,,,,,,,,,,6755226
Okinawa,199508,112,224105,,741,,3363,,,229649,,,,67055,,28109,,95164,,,,,,,,,,,,,,,,,619362
Hokkaido,199507,2415,479898,108592,4396,,35164,,,648809,,,,101729,,212393,,314122,,,,,,,,,,,,,,,,,1874055
Tohoku,199507,4031,1047480,232957,8978,0,38142,,,1340119,,,,263447,,600194,,863641,,,,,,,,,,,,,,,,,5060170
Tokyo,199507,15503,4210602,1078155,29930,,152180,,,5529382,,,,1003436,,1528244,,2531680,,,,,,,,,,,,,,,,,21059978
Chubu,199507,4956,1482341,452336,8021,38,55929,,,2022664,,,,522832,,1039043,,1561875,,,,,,,,,,,,,,,,,9376976
Hokuriku,199507,882,285011,76199,3469,0,13736,,,385199,,,,105578,,260797,,366375,,,,,,,,,,,,,,,,,1942622
Kansai,199507,5170,2451995,369934,11817,0,65199,,,2929702,,,,620729,,947798,,1568527,,,,,,,,,,,,,,,,,11313764
Chugoku,199507,2168,889845,106326,2408,2,24719,,,1048392,,,,208295,,349866,,558161,,,,,,,,,,,,,,,,,4005530
Shikoku,199507,982,470379,67922,1329,,14166,,,562449,,,,130602,,218110,,348712,,,,,,,,,,,,,,,,,1929592
Kyushu,199507,3805,1400496,242666,4770,548,35397,,,1699387,,,,468754,,484052,,952806,,,,,,,,,,,,,,,,,5602592
Okinawa,199507,108,210031,,705,,3242,,,215394,,,,61879,,26711,,88590,,,,,,,,,,,,,,,,,576430
Hokkaido,199506,2545,505848,112756,3639,,38568,,,683798,,,,99782,,201816,,301598,,,,,,,,,,,,,,,,,1868979
Tohoku,199506,4300,1067561,236957,8597,0,42040,,,1368405,,,,226799,,592763,,819562,,,,,,,,,,,,,,,,,4938114
Tokyo,199506,16284,3661901,962108,23439,,162012,,,4865754,,,,745380,,1449284,,2194664,,,,,,,,,,,,,,,,,19161068
Chubu,199506,5239,1234913,389719,7012,38,59790,,,1714078,,,,350279,,971677,,1321956,,,,,,,,,,,,,,,,,8433250
Hokuriku,199506,944,266554,73228,3113,0,15019,,,364838,,,,85030,,237304,,322334,,,,,,,,,,,,,,,,,1778577
Kansai,199506,5426,1924405,308684,10156,0,68077,,,2339735,,,,375731,,875002,,1250733,,,,,,,,,,,,,,,,,9747824
Chugoku,199506,2269,791298,98788,2070,4,26058,,,942635,,,,136267,,325716,,461983,,,,,,,,,,,,,,,,,3685635
Shikoku,199506,1029,423446,65051,1204,,14977,,,513538,,,,93110,,195491,,288601,,,,,,,,,,,,,,,,,1699061
Kyushu,199506,4010,1160883,217434,3926,68,37364,,,1434915,,,,310050,,450489,,760539,,,,,,,,,,,,,,,,,4887102
Okinawa,199506,114,178789,,627,,3509,,,184368,,,,44585,,25289,,69874,,,,,,,,,,,,,,,,,491223
Hokkaido,199505,2633,516886,113429,3555,,40149,,,699378,,,,99854,,195354,,295208,,,,,,,,,,,,,,,,,1873100
Tohoku,199505,4435,1174569,247127,8131,0,43956,,,1488169,,,,236670,,546551,,783221,,,,,,,,,,,,,,,,,4909443
Tokyo,199505,16881,3973008,1001906,22816,,171663,,,5228791,,,,701724,,1313072,,2014796,,,,,,,,,,,,,,,,,18471778
Chubu,199505,5423,1490771,442667,6890,56,63398,,,2029419,,,,366682,,909586,,1276268,,,,,,,,,,,,,,,,,8393321
Hokuriku,199505,973,329169,85267,3262,0,16020,,,442063,,,,94332,,224184,,318516,,,,,,,,,,,,,,,,,1804727
Kansai,199505,5583,2318486,354327,10850,0,73903,,,2791312,,,,381089,,810003,,1191092,,,,,,,,,,,,,,,,,9815661
Chugoku,199505,2333,824030,97156,2032,10,26713,,,974996,,,,122627,,318812,,441439,,,,,,,,,,,,,,,,,3686182
Shikoku,199505,1049,449551,65509,1263,,15182,,,541019,,,,83635,,185417,,269052,,,,,,,,,,,,,,,,,1703772
Kyushu,199505,4147,1362366,243385,4413,26,39254,,,1666898,,,,294758,,440961,,735719,,,,,,,,,,,,,,,,,5019409
Okinawa,199505,116,160373,,548,,3600,,,165974,,,,36220,,23796,,60016,,,,,,,,,,,,,,,,,440237
Hokkaido,199504,2855,569177,127184,3817,,45570,,,774205,,,,101859,,205437,,307296,,,,,,,,,,,,,,,,,2045604
Tohoku,199504,4807,1347857,276137,9427,0,49087,,,1698515,,,,274662,,616712,,891374,,,,,,,,,,,,,,,,,5239075
Tokyo,199504,18447,5071730,1218930,29117,,193276,,,6580739,,,,899136,,1537546,,2436682,,,,,,,,,,,,,,,,,20802932
Chubu,199504,5881,1756431,501826,8297,146,70615,,,2365080,,,,452678,,1039378,,1492056,,,,,,,,,,,,,,,,,9174881
Hokuriku,199504,1063,353516,88512,3685,0,17528,,,471954,,,,107285,,230998,,338283,,,,,,,,,,,,,,,,,1863672
Kansai,199504,5950,2692660,390492,13347,0,81615,,,3215937,,,,456157,,921692,,1377849,,,,,,,,,,,,,,,,,10495842
Chugoku,199504,2491,999728,114191,3172,19,30348,,,1176434,,,,159892,,364026,,523918,,,,,,,,,,,,,,,,,4054186
Shikoku,199504,1117,497685,70215,1808,,17196,,,597503,,,,96468,,178516,,274984,,,,,,,,,,,,,,,,,1719310
Kyushu,199504,4479,1357571,236718,6101,13,42568,,,1660471,,,,297088,,473470,,770558,,,,,,,,,,,,,,,,,5057031
Okinawa,199504,124,154784,,726,,3951,,,161162,,,,21824,,24232,,46056,,,,,,,,,,,,,,,,,389928
Hokkaido,199503,2801,570205,125209,4478,,44603,,,774849,,,,93590,,187703,,281293,,,,,,,,,,,,,,,,,2015248
Tohoku,199503,4709,1231864,248292,12077,0,47264,,,1554194,,,,249493,,574249,,823742,,,,,,,,,,,,,,,,,5163273
Tokyo,199503,18105,4939715,1145842,33944,,185237,,,6367066,,,,929597,,1449369,,2378966,,,,,,,,,,,,,,,,,20647659
Chubu,199503,5765,1721720,473198,10146,365,68259,,,2299889,,,,483037,,982526,,1465563,,,,,,,,,,,,,,,,,9428266
Hokuriku,199503,1043,358787,87297,4244,0,17010,,,475803,,,,111123,,257516,,368639,,,,,,,,,,,,,,,,,1984872
Kansai,199503,5833,2734053,373673,13143,0,78165,,,3236220,,,,500084,,886628,,1386712,,,,,,,,,,,,,,,,,10761781
Chugoku,199503,2432,990735,108207,3944,46,28554,,,1159057,,,,176135,,340083,,516218,,,,,,,,,,,,,,,,,4078548
Shikoku,199503,1101,516015,68767,2161,,16165,,,613782,,,,108001,,195534,,303535,,,,,,,,,,,,,,,,,1826165
Kyushu,199503,4375,1449390,244866,7011,10,41318,,,1761281,,,,347583,,437752,,785335,,,,,,,,,,,,,,,,,5237019
Okinawa,199503,123,150176,,818,,3833,,,156815,,,,17678,,21723,,39401,,,,,,,,,,,,,,,,,362360
Hokkaido,199502,3113,638658,135823,4781,,52662,,,859710,,,,99590,,195346,,294936,,,,,,,,,,,,,,,,,2160861
Tohoku,199502,5258,1382143,271418,12607,0,54829,,,1736986,,,,290227,,628276,,918503,,,,,,,,,,,,,,,,,5414584
Tokyo,199502,20321,5152652,1168876,34105,,211392,,,6631145,,,,975716,,1546896,,2522612,,,,,,,,,,,,,,,,,20924901
Chubu,199502,6413,1810873,484079,10702,520,77974,,,2411376,,,,515112,,1041453,,1556565,,,,,,,,,,,,,,,,,9346463
Hokuriku,199502,1170,380093,89706,4232,0,19463,,,502079,,,,122257,,239501,,361758,,,,,,,,,,,,,,,,,1924408
Kansai,199502,6413,2967914,390306,13826,0,89483,,,3500587,,,,530836,,922175,,1453011,,,,,,,,,,,,,,,,,10786846
Chugoku,199502,2651,1110413,115872,4378,57,32068,,,1292097,,,,199729,,347447,,547176,,,,,,,,,,,,,,,,,4151370
Shikoku,199502,1196,573087,72555,2354,,18212,,,677545,,,,120145,,179765,,299910,,,,,,,,,,,,,,,,,1822878
Kyushu,199502,4826,1511693,246521,7180,12,46108,,,1831581,,,,380193,,451991,,832184,,,,,,,,,,,,,,,,,5243199
Okinawa,199502,136,168686,,867,,4330,,,176339,,,,19634,,22446,,42080,,,,,,,,,,,,,,,,,386278
Hokkaido,199501,3121,633065,131710,4864,,51110,,,849205,,,,95846,,212355,,308201,,,,,,,,,,,,,,,,,2123202
Tohoku,199501,5270,1629718,309721,13088,0,56411,,,2026468,,,,314728,,584962,,899690,,,,,,,,,,,,,,,,,5763557
Tokyo,199501,20408,6124583,1354273,32992,,220861,,,7804691,,,,1061918,,1403428,,2465346,,,,,,,,,,,,,,,,,21709429
Chubu,199501,6427,2134931,556176,10275,624,79908,,,2813407,,,,542986,,929673,,1472659,,,,,,,,,,,,,,,,,9560854
Hokuriku,199501,1170,455692,103430,4721,0,20155,,,593728,,,,129681,,241828,,371509,,,,,,,,,,,,,,,,,2076587
Kansai,199501,6427,3299281,432281,13536,0,93388,,,3880939,,,,533616,,822062,,1355678,,,,,,,,,,,,,,,,,10987720
Chugoku,199501,2652,1156022,118107,3655,64,33818,,,1341254,,,,186681,,341446,,528127,,,,,,,,,,,,,,,,,4194910
Shikoku,199501,1198,629455,78743,2326,,19110,,,741616,,,,120035,,182821,,302856,,,,,,,,,,,,,,,,,1958373
Kyushu,199501,4833,1747928,279409,7232,11,47213,,,2104372,,,,399662,,455003,,854665,,,,,,,,,,,,,,,,,5602594
Okinawa,199501,135,152558,,733,,4460,,,160645,,,,23981,,24326,,48307,,,,,,,,,,,,,,,,,401196
Hokkaido,199412,2936,550969,123069,5865,,47787,,,750058,,,,92970,,221558,,314528,,,,,,,,,,,,,,,,,1940195
Tohoku,199412,4953,1246095,256708,13899,0,50829,,,1581651,,,,241970,,606551,,848521,,,,,,,,,,,,,,,,,5182423
Tokyo,199412,19158,4655337,1114579,34673,,200554,,,6064940,,,,829276,,1485593,,2314869,,,,,,,,,,,,,,,,,19929987
Chubu,199412,6046,1579508,451456,10201,401,73218,,,2140614,,,,407668,,983197,,1390865,,,,,,,,,,,,,,,,,8716008
Hokuriku,199412,1097,342164,85412,4564,0,18187,,,457709,,,,102351,,245596,,347947,,,,,,,,,,,,,,,,,1903998
Kansai,199412,6073,2463841,362950,13492,,84776,,,2956544,,,,419526,,887932,,1307458,,,,,,,,,,,,,,,,,10237270
Chugoku,199412,2513,914083,105525,3520,42,30695,,,1077035,,,,146877,,341120,,487997,,,,,,,,,,,,,,,,,3840073
Shikoku,199412,1146,468067,66812,1986,,17308,,,563183,,,,87776,,184331,,272107,,,,,,,,,,,,,,,,,1696402
Kyushu,199412,4562,1268264,225198,6214,21,43588,,,1561102,,,,287009,,454498,,741507,,,,,,,,,,,,,,,,,4837773
Okinawa,199412,128,148680,,728,,4081,,,156341,,,,30900,,24009,,54909,,,,,,,,,,,,,,,,,407586
Hokkaido,199411,2838,512747,114622,5470,,45256,,,695965,,,,96542,,228730,,325272,,,,,,,,,,,,,,,,,1887390
Tohoku,199411,4811,1110770,239276,12142,0,48951,,,1423731,,,,223834,,603085,,826919,,,,,,,,,,,,,,,,,4898877
Tokyo,199411,18496,3991693,1012255,31310,,192354,,,5282968,,,,729796,,1447564,,2177360,,,,,,,,,,,,,,,,,18975470
Chubu,199411,5857,1325898,410139,9568,173,70054,,,1839705,,,,357096,,975234,,1332330,,,,,,,,,,,,,,,,,8406953
Hokuriku,199411,1061,295651,77422,4425,5,17553,,,401435,,,,89262,,236380,,325642,,,,,,,,,,,,,,,,,1795110
Kansai,199411,5889,2085298,332590,12376,0,81402,,,2538090,,,,384564,,884182,,1268746,,,,,,,,,,,,,,,,,9718057
Chugoku,199411,2442,829367,101269,2976,26,29453,,,983866,,,,132398,,340993,,473391,,,,,,,,,,,,,,,,,3773764
Shikoku,199411,1119,418065,63686,1557,,16558,,,507720,,,,82950,,184807,,267757,,,,,,,,,,,,,,,,,1617987
Kyushu,199411,4417,1187816,221025,5189,75,42130,,,1472822,,,,281270,,466800,,748070,,,,,,,,,,,,,,,,,4773991
Okinawa,199411,125,149167,,710,,3955,,,156055,,,,36740,,24810,,61550,,,,,,,,,,,,,,,,,438260
Hokkaido,199410,2602,502093,111367,5359,,40229,,,673473,,,,126850,,232171,,359021,,,,,,,,,,,,,,,,,1944322
Tohoku,199410,4423,1070213,236591,12523,0,43979,,,1374595,,,,304170,,601325,,905495,,,,,,,,,,,,,,,,,4973224
Tokyo,199410,16891,4044935,1036913,29475,,173243,,,5336612,,,,977990,,1473524,,2451514,,,,,,,,,,,,,,,,,19958318
Chubu,199410,5378,1418013,434063,9267,245,63026,,,1947423,,,,511578,,994761,,1506339,,,,,,,,,,,,,,,,,8918751
Hokuriku,199410,969,277235,75631,4235,19,15825,,,378560,,,,108060,,237276,,345336,,,,,,,,,,,,,,,,,1811690
Kansai,199410,5442,2272180,352279,12041,0,73980,,,2734940,,,,589622,,915381,,1505003,,,,,,,,,,,,,,,,,10642247
Chugoku,199410,2275,814659,100351,2581,49,27329,,,963261,,,,185565,,360083,,545648,,,,,,,,,,,,,,,,,3978755
Shikoku,199410,1048,433720,65432,1635,,15480,,,523587,,,,120120,,185751,,305871,,,,,,,,,,,,,,,,,1705190
Kyushu,199410,4071,1217655,222481,4959,149,38671,,,1499368,,,,370211,,491042,,861253,,,,,,,,,,,,,,,,,5139617
Okinawa,199410,116,174757,,796,,3589,,,181034,,,,50427,,26048,,76475,,,,,,,,,,,,,,,,,507254
Hokkaido,199409,2498,510459,112564,4791,,38038,,,678639,,,,134436,,229562,,363998,,,,,,,,,,,,,,,,,2045428
Tohoku,199409,4267,1203519,247910,11365,0,41439,,,1514880,,,,398426,,643630,,1042056,,,,,,,,,,,,,,,,,5423693
Tokyo,199409,16213,5335410,1199762,29023,,163256,,,6778298,,,,1509414,,1651957,,3161371,,,,,,,,,,,,,,,,,23370050
Chubu,199409,5179,1993509,519361,9443,228,59969,,,2604883,,,,843162,,1097001,,1940163,,,,,,,,,,,,,,,,,10430755
Hokuriku,199409,932,375113,87804,4186,13,14962,,,487738,,,,173841,,250187,,424028,,,,,,,,,,,,,,,,,2058752
Kansai,199409,5255,3496824,429558,12627,0,70408,,,4037466,,,,990402,,1051464,,2041866,,,,,,,,,,,,,,,,,13082531
Chugoku,199409,2196,1201087,118281,2973,33,26003,,,1368022,,,,343591,,394318,,737909,,,,,,,,,,,,,,,,,4723848
Shikoku,199409,1020,632195,76151,1733,,14783,,,732788,,,,206297,,200795,,407092,,,,,,,,,,,,,,,,,2066379
Kyushu,199409,3920,1788878,261575,5849,558,37040,,,2109015,,,,659045,,537190,,1196235,,,,,,,,,,,,,,,,,6368668
Okinawa,199409,112,238933,,866,,3436,,,244780,,,,71233,,28116,,99349,,,,,,,,,,,,,,,,,618330
Hokkaido,199408,2389,509015,113461,4551,,35318,,,674549,,,,131128,,221503,,352631,,,,,,,,,,,,,,,,,1969182
Tohoku,199408,4072,1304244,260488,10812,0,38867,,,1624753,,,,441291,,673508,,1114799,,,,,,,,,,,,,,,,,5761731
Tokyo,199408,15471,6171434,1305362,32251,,153522,,,7713167,,,,1745909,,1719070,,3464979,,,,,,,,,,,,,,,,,24868063
Chubu,199408,4959,2088910,509654,9346,54,56025,,,2684222,,,,880234,,1125678,,2005912,,,,,,,,,,,,,,,,,10464322
Hokuriku,199408,890,426402,92996,4192,1,14021,,,543331,,,,191286,,266955,,458241,,,,,,,,,,,,,,,,,2216457
Kansai,199408,5052,3888570,440865,12131,0,65284,,,4435176,,,,1075351,,1078679,,2154030,,,,,,,,,,,,,,,,,13836826
Chugoku,199408,2112,1255391,115041,2936,6,24196,,,1415666,,,,364179,,407872,,772051,,,,,,,,,,,,,,,,,4818373
Shikoku,199408,986,684595,76831,1671,,13954,,,784795,,,,220140,,219517,,439657,,,,,,,,,,,,,,,,,2225111
Kyushu,199408,3760,1969843,263592,5569,804,34996,,,2288693,,,,734188,,570355,,1304543,,,,,,,,,,,,,,,,,6759178
